"Date","SPY","QQQ","IWM","VEA","VWO","AGG","TLT","LQD","VNQ","GLD"
2023-06-14,420.700897216797,359.522735595703,179.875640869141,42.5336570739746,37.9126472473145,87.9915313720703,90.8152008056641,94.3696136474609,73.9995803833008,180.639999389648
2023-06-15,425.916595458984,363.806732177734,181.355941772461,42.932788848877,38.2764053344727,88.6035308837891,91.6875991821289,95.1902160644531,74.3893280029297,181.910003662109
2023-06-16,424.465850830078,361.517395019531,179.904647827148,42.8057899475098,38.1399955749512,88.3245010375977,91.3315200805664,95.0225601196289,74.3361740112305,181.630004882812
2023-06-20,422.263641357422,360.999877929688,179.12092590332,42.2308731079102,37.4606475830078,88.4865264892578,91.9635391235352,95.3666915893555,73.4592666625977,179.75
2023-06-21,420.100067138672,356.080291748047,178.704879760742,42.2949600219727,37.3966407775879,88.6305313110352,92.1860504150391,95.2608032226562,73.0163345336914,179.490005493164
2023-06-22,421.616546630859,360.281555175781,177.379333496094,42.0386161804199,37.232063293457,88.1715393066406,91.0733337402344,94.7666778564453,71.9711074829102,177.710006713867
2023-06-23,418.429077148438,356.7099609375,174.708953857422,41.3611717224121,36.7108879089355,88.4325332641602,91.9813232421875,95.0313949584961,70.97900390625,178.199996948242
2023-06-26,416.719543457031,351.928161621094,174.883087158203,41.4893379211426,36.8297424316406,88.5404815673828,92.0792541503906,95.1372756958008,72.6177291870117,178.509994506836
2023-06-27,421.288146972656,357.979248046875,177.408401489258,41.828067779541,37.1771965026855,88.3695220947266,91.8389129638672,95.0313949584961,73.5123901367188,177.690002441406
2023-06-28,421.500610351562,358.677825927734,178.279144287109,41.8372192382812,37.0309028625488,88.6305313110352,92.230583190918,95.4461059570312,73.6186828613281,177.279998779297
2023-06-29,423.161895751953,357.959564208984,180.330383300781,41.7822914123535,36.8754692077637,87.9465255737305,90.5659790039062,94.7225570678711,74.4410247802734,177.089996337891
2023-06-30,428.155487060547,363.479309082031,181.191452026367,42.2766456604004,37.195484161377,88.1535263061523,91.634147644043,95.4196319580078,74.8530960083008,178.270004272461
2023-07-03,428.648071289062,364.335327148438,181.559127807617,42.3498802185059,37.5612258911133,88.0497436523438,91.1147003173828,95.1522827148438,75.5876617431641,178.470001220703
2023-07-05,428.010650634766,364.325561523438,179.749801635742,41.8921432495117,37.3783531188965,87.652717590332,90.248893737793,94.4706802368164,75.7578659057617,177.839996337891
2023-07-06,424.659027099609,361.550811767578,176.847213745117,41.1506195068359,36.6651649475098,87.0842590332031,88.9724884033203,93.5146255493164,75.1755828857422,177.309997558594
2023-07-07,423.5869140625,360.350433349609,178.714553833008,41.4984970092773,37.1040534973145,87.1023101806641,88.4369506835938,93.4261169433594,75.0054016113281,178.639999389648
2023-07-10,424.659027099609,360.468536376953,181.771957397461,41.6083526611328,37.1131896972656,87.3459243774414,88.552978515625,93.9129943847656,75.327880859375,178.779998779297
2023-07-11,427.363403320312,362.249420166016,183.639312744141,42.0111618041992,37.4423599243164,87.5354232788086,89.0081939697266,94.355598449707,76.40283203125,179.449996948242
2023-07-12,430.802001953125,366.824645996094,185.642150878906,42.816780090332,38.1555442810059,88.2482604980469,89.9989624023438,95.1877059936523,76.8149108886719,181.880004882812
2023-07-13,434.221282958984,373.052917480469,187.141815185547,43.4759216308594,38.5761451721191,88.7986755371094,90.945068359375,95.8604888916016,77.3076019287109,182.009994506836
2023-07-14,433.950775146484,372.97412109375,185.313171386719,43.2104339599609,38.3384094238281,88.3745727539062,90.4095458984375,95.1168746948242,77.1552963256836,181.429992675781
2023-07-17,435.457550048828,376.457214355469,187.296661376953,43.1921195983887,38.3841323852539,88.4738388061523,90.4541549682617,95.2762451171875,76.6536636352539,181.559997558594
2023-07-18,438.693267822266,379.536895751953,189.609085083008,43.5033874511719,38.1098289489746,88.546012878418,90.8647842407227,95.5152359008789,76.2326354980469,183.639999389648
2023-07-19,439.668823242188,379.448303222656,190.412124633789,43.4942207336426,38.0549621582031,88.8167495727539,91.891227722168,96.0552291870117,77.0925979614258,183.669998168945
2023-07-20,436.751831054688,370.701324462891,188.747940063477,43.2378959655762,37.8172378540039,88.3565368652344,90.7754821777344,95.4089813232422,76.8417739868164,182.740005493164
2023-07-21,436.751831054688,369.589447021484,188.148086547852,43.2928276062012,37.7989501953125,88.4197006225586,90.8022689819336,95.5771789550781,77.2000885009766,182.179992675781
2023-07-24,438.702972412109,370.179840087891,188.612503051758,43.2470550537109,38.3018379211426,88.2572860717773,90.4720306396484,95.4621200561523,77.8361129760742,181.399993896484
2023-07-25,439.900634765625,372.688842773438,188.593139648438,43.3752174377441,38.5944290161133,88.1580352783203,90.3024063110352,95.3116302490234,77.2807159423828,182.410003662109
2023-07-26,439.968231201172,371.449066162109,190.083145141602,43.4301452636719,38.8321647644043,88.4467849731445,90.3916854858398,95.7542343139648,77.6300888061523,183.300003051758
2023-07-27,437.05126953125,370.563568115234,187.625595092773,43.2470550537109,38.4024124145508,87.688835144043,88.6333160400391,94.5857620239258,75.9459686279297,180.419998168945
2023-07-28,441.330169677734,377.313232421875,190.054138183594,43.6040878295898,39.3350448608398,88.0317077636719,89.0885162353516,95.205436706543,75.8832626342773,181.860000610352
2023-07-31,442.170440673828,377.510009765625,192.260177612305,43.6040878295898,39.3807601928711,88.1399917602539,89.3027496337891,95.4709701538086,76.3759613037109,182.350006103516
2023-08-01,440.905120849609,376.634307861328,191.379669189453,43.1188850402832,38.8321647644043,87.556396484375,87.83935546875,94.519660949707,76.2505493164062,180.460006713867
2023-08-02,434.771789550781,368.369476318359,188.776992797852,42.2857971191406,37.990966796875,87.3483123779297,86.8995590209961,93.9422912597656,75.8116073608398,179.600006103516
2023-08-03,433.525848388672,367.779144287109,188.244842529297,42.1576347351074,38.1555442810059,86.7601852416992,84.894660949707,93.0984497070312,74.9874649047852,179.539993286133
2023-08-04,431.565093994141,366.057250976562,187.867523193359,42.2766456604004,38.2012634277344,87.474983215332,86.3983154296875,94.0666427612305,74.3783264160156,180.190002441406
2023-08-07,435.332000732422,369.156555175781,187.993286132812,42.6153678894043,38.1372604370117,87.4930877685547,85.5480346679688,93.835693359375,75.3099517822266,179.779998779297
2023-08-08,433.438903808594,366.017852783203,186.812896728516,42.2949600219727,37.7440910339355,87.701171875,86.5415344238281,94.2087554931641,74.8262023925781,178.639999389648
2023-08-09,430.541259765625,361.99365234375,185.35188293457,42.3315773010254,37.8080940246582,87.7644882202148,86.9890518188477,94.2975769042969,74.8172760009766,177.789993286133
2023-08-10,430.69580078125,362.662689208984,184.529510498047,42.4597434997559,37.8812446594238,87.1944961547852,85.5569763183594,93.6314086914062,74.5306015014648,177.600006103516
2023-08-11,430.444671630859,360.350433349609,184.79069519043,42.2217216491699,37.3326377868652,86.9230575561523,85.3601150512695,93.3116226196289,74.6470642089844,177.600006103516
2023-08-14,432.820678710938,364.394378662109,184.471420288086,42.047779083252,37.1589088439941,86.8597183227539,85.172119140625,93.2760925292969,74.1543807983398,177.059997558594
2023-08-15,427.778839111328,360.527618408203,182.033233642578,41.4618721008301,36.7657432556152,86.6244583129883,84.6529846191406,92.7875366210938,73.3212738037109,176.589996337891
2023-08-16,424.639770507812,356.7099609375,179.807876586914,41.1323089599609,36.5188636779785,86.416374206543,83.9906768798828,92.3700561523438,72.4165115356445,175.570007324219
2023-08-17,421.404022216797,352.813690185547,177.688949584961,40.857666015625,36.6377372741699,86.3258895874023,83.6326675415039,92.1213607788086,71.8342361450195,175.300003051758
2023-08-18,421.606842041016,352.370910644531,178.656509399414,40.857666015625,36.4091453552246,86.5159072875977,83.9280014038086,92.4677810668945,72.0582122802734,175.330001831055
2023-08-21,424.349975585938,358.048065185547,178.395263671875,40.9858283996582,36.4914398193359,86.0815963745117,82.809211730957,91.9170532226562,71.3953018188477,175.809997558594
2023-08-22,423.200592041016,357.536499023438,177.863128662109,40.8942794799805,36.427433013916,86.1720733642578,83.444694519043,92.2013092041016,71.6013412475586,176.100006103516
2023-08-23,427.9140625,363.17431640625,179.759490966797,41.3337097167969,36.9668998718262,86.9954223632812,85.5122451782227,93.4981460571289,72.7300491333008,177.889999389648
2023-08-24,421.983581542969,355.411163330078,177.272918701172,40.8118934631348,36.8114547729492,86.7963638305664,84.9483642578125,93.1783599853516,72.4523468017578,177.850006103516
2023-08-25,424.958465576172,358.166168212891,178.027603149414,41.0682182312012,36.7840309143066,86.7420806884766,85.225830078125,93.2316818237305,72.5061111450195,177.619995117188
2023-08-28,427.6533203125,360.862091064453,179.614334106445,41.4984970092773,37.1497688293457,86.9321136474609,85.3153076171875,93.5248184204102,73.186897277832,178.130004882812
2023-08-29,433.834869384766,368.743255615234,182.120300292969,42.029468536377,37.6435050964355,87.4930877685547,86.2014083862305,94.2709197998047,74.0737609863281,179.869995117188
2023-08-30,435.621765136719,370.799743652344,182.807250976562,42.0203094482422,37.5063591003418,87.4568710327148,86.1119155883789,94.1377105712891,74.3424758911133,180.320007324219
2023-08-31,434.984283447266,371.911529541016,182.48796081543,41.8829956054688,37.0583305358887,87.5835494995117,86.4967803955078,94.2975769042969,73.7960586547852,180.020004272461
2023-09-01,435.795623779297,371.517913818359,184.655258178711,41.947078704834,37.4606475830078,87.1299438476562,85.1493072509766,93.6263427734375,73.9214630126953,180.110000610352
2023-09-05,433.912139892578,371.990264892578,180.765747070312,41.5717277526855,37.2412033081055,86.6581573486328,83.9553146362305,92.9577865600586,73.0614852905273,178.639999389648
2023-09-06,430.995178222656,368.713836669922,180.088470458984,41.4069480895996,37.0674781799316,86.576530456543,84.1618118286133,92.8686218261719,72.9092254638672,177.830001831055
2023-09-07,429.671936035156,366.076904296875,178.346878051758,41.2421646118164,36.6834487915039,86.8486785888672,84.3952102661133,93.2787017822266,73.3660659790039,178.020004272461
2023-09-08,430.319091796875,366.588470458984,177.950180053711,41.1872329711914,36.7565994262695,86.8940505981445,84.718391418457,93.3500061035156,73.0794219970703,178.080001831055
2023-09-11,433.149169921875,370.907958984375,178.375915527344,41.6541213989258,37.1771965026855,86.7942581176758,84.1079330444336,93.1717147827148,73.0883636474609,178.410003662109
2023-09-12,430.773040771484,366.795196533203,178.201751708984,41.4710235595703,37.0766181945801,86.8214569091797,84.5927200317383,93.1449584960938,73.0525360107422,177.490005493164
2023-09-13,431.275360107422,368.192321777344,177.031021118164,41.3886413574219,37.0400428771973,86.9484786987305,84.5747680664062,93.3500061035156,72.2552795410156,177.080001831055
2023-09-14,434.993927001953,371.203125,179.527297973633,41.947078704834,37.2594833374023,86.8305358886719,83.9642868041992,93.1806259155273,73.5631561279297,177.169998168945
2023-09-15,429.752960205078,364.847015380859,177.650253295898,41.855525970459,37.0674781799316,86.6309509277344,83.4525909423828,93.0380172729492,73.2854385375977,178.339996337891
2023-09-18,430.005035400391,365.227355957031,176.469863891602,41.6988372802734,37.0103302001953,86.7579498291016,83.9283981323242,93.2162857055664,72.6315002441406,179.389999389648
2023-09-19,429.11328125,364.448913574219,175.782913208008,41.7080535888672,36.8259620666504,86.5039138793945,83.308967590332,92.9042816162109,72.3000640869141,179.220001220703
2023-09-20,425.168273925781,359.197021484375,174.022003173828,41.5697860717773,36.7153511047363,86.4585800170898,83.5693130493164,92.9399719238281,72.3627700805664,179.350006103516
2023-09-21,418.140960693359,352.614929199219,171.322555541992,40.8784980773926,36.1253929138184,85.8688735961914,81.4237365722656,92.0039291381836,69.8993301391602,178.050003051758
2023-09-22,417.200775146484,352.664215087891,170.935531616211,40.9245910644531,36.5494270324707,86.2317810058594,82.0790634155273,92.565559387207,69.3708038330078,178.619995117188
2023-09-25,418.955169677734,354.339324951172,171.699905395508,40.767894744873,36.4111557006836,85.5513458251953,80.059196472168,91.6652145385742,69.3080978393555,177.699996948242
2023-09-26,412.800201416016,349.018432617188,169.492279052734,40.1872062683105,35.9871215820312,85.4424896240234,79.7809143066406,91.4067077636719,68.0450134277344,176.279998779297
2023-09-27,412.964965820312,349.836303710938,171.076782226562,40.0950317382812,36.0332107543945,85.1430816650391,79.3679580688477,90.9787902832031,67.5881652832031,174.100006103516
2023-09-28,415.359100341797,352.762786865234,172.622406005859,40.4268531799316,36.1069488525391,85.3971328735352,79.6103210449219,91.1392669677734,68.2367095947266,173.229995727539
2023-09-29,414.351104736328,353.018890380859,171.805847167969,40.2978057861328,36.1438293457031,85.3154907226562,79.6193008422852,90.9431533813477,68.4356918334961,171.449996948242
2023-10-02,414.186248779297,355.965118408203,169.210357666016,39.6710395812988,36.0147819519043,84.721435546875,78.286491394043,90.1099853515625,67.1784057617188,169.649993896484
2023-10-03,408.641937255859,349.718017578125,166.362167358398,39.1733093261719,35.5538787841797,84.0573425292969,76.6023941040039,89.0718612670898,65.8668746948242,169.160003662109
2023-10-04,411.617706298828,354.477203369141,166.43994140625,39.1917419433594,35.4063911437988,84.6486511230469,77.6830902099609,89.8504867553711,66.6718902587891,169.139999389648
2023-10-05,411.462554931641,353.432800292969,166.566314697266,39.5512161254883,35.5538787841797,84.703254699707,77.2958374023438,89.7430648803711,67.0427398681641,168.830001831055
2023-10-06,416.347747802734,359.354705810547,168.17024230957,39.965991973877,36.0424308776855,84.3757476806641,76.359260559082,89.4745941162109,67.2236480712891,169.699996948242
2023-10-09,419.013305664062,361.187408447266,169.142333984375,39.9383430480957,35.8212051391602,85.2490692138672,78.1513748168945,90.5842590332031,67.9562911987305,172.820007324219
2023-10-10,421.194152832031,363.187652587891,171.057327270508,40.4452857971191,36.3927154541016,85.1672058105469,78.0433044433594,90.6200790405273,68.2819137573242,172.529998779297
2023-10-11,422.919555664062,365.779144287109,170.765701293945,40.6204071044922,36.5033378601074,85.5583648681641,79.67333984375,91.1749496459961,69.4668502807617,173.789993286133
2023-10-12,420.341247558594,364.508026123047,166.906539916992,40.2701568603516,36.1161766052246,84.8215179443359,77.5119781494141,90.2263259887695,68.4537887573242,173.259994506836
2023-10-13,418.247619628906,359.926208496094,165.516464233398,39.9106826782227,35.9779052734375,85.1854095458984,78.8988723754883,90.7274780273438,68.2819137573242,178.830001831055
2023-10-16,422.648162841797,363.995697021484,168.189697265625,40.2240753173828,36.2360191345215,84.7123565673828,77.6290588378906,90.1010360717773,69.0959930419922,177.960006713867
2023-10-17,422.628723144531,362.803405761719,170.065811157227,40.2332878112793,36.0793037414551,84.1028442382812,76.7734985351562,89.3850708007812,68.9964904785156,178.289993286133
2023-10-18,416.997161865234,358.044219970703,166.566314697266,39.5512161254883,35.4893569946289,83.7116470336914,76.0980987548828,88.6691589355469,67.5311813354492,180.869995117188
2023-10-19,413.333221435547,354.694000244141,163.912521362305,39.2286109924316,35.3603057861328,83.3932571411133,74.5400772094727,87.9532089233398,65.9301681518555,183.089996337891
2023-10-20,408.254180908203,349.402679443359,161.793411254883,38.8599166870117,34.9362754821777,83.693473815918,74.96337890625,88.3022155761719,65.4869613647461,183.589996337891
2023-10-23,407.546600341797,350.45703125,160.422760009766,38.8783569335938,34.8625259399414,84.0209503173828,75.8639297485352,88.9913177490234,64.8447570800781,182.970001220703
2023-10-24,410.619262695312,353.866363525391,161.822555541992,39.0719146728516,35.2957763671875,84.321174621582,76.8635559082031,89.4924850463867,65.6769104003906,182.949996948242
2023-10-25,404.725952148438,345.205139160156,159.149322509766,38.7308807373047,34.9178352355957,83.693473815918,75.1524810791016,88.6780853271484,64.265869140625,183.720001220703
2023-10-26,399.879577636719,338.623046875,159.5576171875,38.4451484680176,34.7887840270996,84.2574768066406,76.3052368164062,89.3224334716797,65.4960174560547,184.009994506836
2023-10-27,398.066986083984,340.248931884766,157.681503295898,38.3253288269043,34.8256492614746,84.2301940917969,75.9810028076172,89.1434555053711,64.4467849731445,186.149993896484
2023-10-30,402.826141357422,344.081848144531,158.556350708008,38.8507080078125,35.1390609741211,84.0300445556641,75.638786315918,88.8749923706055,64.8537979125977,185.100006103516
2023-10-31,405.356079101562,345.727386474609,159.927001953125,38.9336624145508,34.9731407165527,83.975471496582,75.2695693969727,88.7497177124023,65.9573135375977,184.089996337891
2023-11-01,409.679077148438,351.728118896484,160.840774536133,39.330005645752,35.2220306396484,84.9034423828125,76.9015655517578,90.019775390625,66.3643569946289,183.509994506836
2023-11-02,417.530303955078,358.113159179688,165.127639770508,40.2148551940918,35.7658843994141,85.4144134521484,78.6546478271484,91.0886688232422,68.5442352294922,184.119995117188
2023-11-03,421.339630126953,362.320526123047,169.618637084961,40.7310218811035,36.4203643798828,85.9345016479492,79.1878356933594,91.5377883911133,70.181396484375,184.789993286133
2023-11-06,422.308868408203,363.798583984375,167.499526977539,40.6019859313965,36.5309867858887,85.5056762695312,78.4197158813477,91.0527572631836,69.168342590332,183.350006103516
2023-11-07,423.510772705078,367.237426757812,166.906539916992,40.2978057861328,36.5402069091797,85.9618682861328,79.5764236450195,91.7802810668945,68.5984954833984,182.589996337891
2023-11-08,423.820953369141,367.473907470703,165.127639770508,40.2056427001953,36.3742790222168,86.2538528442383,80.9319305419922,92.2473831176758,68.8246459960938,180.770004272461
2023-11-09,420.515747070312,364.64599609375,162.571060180664,40.1872062683105,36.0516471862793,85.5330276489258,79.0703582763672,91.3132247924805,67.7392196655273,181.490005493164
2023-11-10,427.077758789062,372.844055175781,164.38883972168,40.3992042541504,36.3005409240723,85.7337799072266,79.5131454467773,91.7713317871094,68.3723678588867,179.509994506836
2023-11-13,426.670654296875,371.681304931641,164.447174072266,40.4545021057129,36.3650665283203,85.7246398925781,79.3324203491211,91.7802810668945,67.8025283813477,180.509994506836
2023-11-14,434.948455810547,379.682281494141,173.477828979492,41.5513648986816,37.2131195068359,86.8013381958008,81.1306991577148,93.2174377441406,71.5653076171875,182.119995117188
2023-11-15,435.869232177734,379.968017578125,173.779159545898,41.5144920349121,37.4712295532227,86.2629699707031,79.9920806884766,92.7324142456055,71.7733459472656,181.639999389648
2023-11-16,436.402282714844,380.293212890625,170.969848632812,41.4223136901855,37.0840721130371,86.7374496459961,80.9861145019531,93.4959030151367,71.6195755004883,183.690002441406
2023-11-17,436.945098876953,380.381927490234,173.312545776367,41.9384880065918,37.2315559387207,86.9108200073242,81.3656616210938,93.7653732299805,71.5653076171875,183.669998168945
2023-11-20,440.30859375,385.013000488281,174.323516845703,42.1228256225586,37.6279335021973,87.0476913452148,81.8626556396484,94.1426086425781,72.0899276733398,183.369995117188
2023-11-21,439.348968505859,382.776336669922,172.078018188477,41.9569129943848,37.4067001342773,87.1389389038086,81.8265228271484,94.169563293457,71.5834121704102,185.350006103516
2023-11-22,441.045227050781,384.343017578125,173.157043457031,42.0398788452148,37.305305480957,87.2210464477539,82.1156921386719,94.5468292236328,71.936164855957,184.559997558594
2023-11-24,441.316589355469,383.801025390625,174.323516845703,42.3163948059082,37.4251289367676,86.8195724487305,81.1487884521484,94.0617752075195,72.1442031860352,185.520004272461
2023-11-27,440.521789550781,383.466064453125,173.740295410156,42.2057838439941,37.2499923706055,87.3123092651367,82.504264831543,94.8252716064453,72.4065093994141,186.770004272461
2023-11-28,440.957946777344,384.471038818359,173.069534301758,42.2795219421387,37.5541877746582,87.6955184936523,82.6669464111328,95.2025299072266,72.8859024047852,189.259994506836
2023-11-29,440.647796630859,384.0966796875,173.983291625977,42.3809089660645,37.342170715332,88.1243667602539,83.7061386108398,95.9750137329102,73.3924407958984,189.539993286133
2023-11-30,442.382843017578,383.130981445312,174.644317626953,42.362476348877,37.4527969360352,87.832389831543,82.7392196655273,95.4720001220703,73.9260864257812,188.75
2023-12-01,444.999938964844,384.224822998047,179.747756958008,42.7956924438477,37.6095008850098,88.6047058105469,84.2975311279297,96.6214828491211,75.7441711425781,192.009994506836
2023-12-04,442.663909912109,380.657836914062,181.672485351562,42.4177856445312,37.2776412963867,88.2661285400391,83.9621200561523,96.1797332763672,76.2959289550781,187.860000610352
2023-12-05,442.576690673828,381.613555908203,179.242263793945,42.2795219421387,37.1485977172852,88.8517684936523,85.7660751342773,96.9460601806641,75.7894058227539,187.149993896484
2023-12-06,440.793182373047,379.406402587891,178.921463012695,42.362476348877,37.1025085449219,89.0805435180664,86.908332824707,97.3066787719727,75.5632705688477,187.839996337891
2023-12-07,444.156646728516,384.707550048828,180.21435546875,42.5652542114258,37.2499923706055,89.1079788208008,86.4097366333008,97.3157119750977,75.7803726196289,188.149993896484
2023-12-08,446.066131591797,386.422058105469,181.5849609375,42.6666450500488,37.0656280517578,88.6595993041992,85.7026290893555,96.7927856445312,75.6537170410156,185.639999389648
2023-12-11,447.801116943359,389.722930908203,181.964126586914,42.7864685058594,37.2315559387207,88.6687698364258,85.5213165283203,96.7657470703125,75.8617630004883,183.589996337891
2023-12-12,449.846313476562,392.826782226562,181.779388427734,42.7956924438477,37.2315559387207,88.9341049194336,85.7751693725586,97.3157119750977,75.8165435791016,183.490005493164
2023-12-13,456.049774169922,397.822479248047,187.932662963867,43.4869804382324,37.5818367004395,90.0504989624023,87.7876434326172,98.9475555419922,78.7200393676758,187.630004882812
2023-12-14,457.513397216797,397.477600097656,193.162521362305,43.8648948669434,38.0796127319336,90.7772979736328,90.0712738037109,99.9998321533203,80.9903793334961,188.729995727539
2023-12-15,456.760131835938,399.399047851562,191.539108276367,43.4132423400879,37.8583831787109,90.5662384033203,90.1712951660156,99.8550643920898,79.8506774902344,187
2023-12-18,459.329437255859,401.914733886719,191.607147216797,43.5626564025879,37.8536758422852,90.382698059082,89.4528503417969,99.4388885498047,79.6697692871094,187.850006103516
